ingredient,allergen,category,severity
chocolate chunks,None,Unknown,Safe
permitted stabilised,None,Unknown,Safe
an anti-foam agent added),None,Unknown,Safe
mixed fruit juice concentrate (pineapple,None,Unknown,Safe
vanilla and butter flavor (water,None,Unknown,Safe
6 g 0,None,Unknown,Safe
bio-butter,None,Unknown,Safe
exhausteurs de saveur (glutamate monosodique,None,Unknown,Safe
jus de citron 48%,None,Unknown,Safe
vegan amylase enzyme),None,Unknown,Safe
chicken flavoring (salt,None,Unknown,Safe
organic chanterelle,None,Unknown,Safe
oignons blancs,None,Unknown,Safe
verdickungsmittel (carboxymethylcellulose,None,Unknown,Safe
coconut oil corn,None,Unknown,Safe
flocon de pomme do terre 8,None,Unknown,Safe
champignons 9,None,Unknown,Safe
poivror,None,Unknown,Safe
cogumelos 8,None,Unknown,Safe
atome d'ail),None,Unknown,Safe
produit de fromage (chedddar/mozzarella/brie)  (lait,None,Unknown,Safe
all-natural honeydew flavor,None,Unknown,Safe
haricots princesses 8 %,None,Unknown,Safe
conservateurs e252 et e250,None,Unknown,Safe
piments verts 3 %,None,Unknown,Safe
whole cage-free eggs,None,Unknown,Safe
dobco zatvoreno,None,Unknown,Safe
mixed tocopherols (natural,None,Unknown,Safe
tomaten),None,Unknown,Safe
poppy seeds whey dried onions,None,Unknown,Safe
cloudy agent (arabic gum),None,Unknown,Safe
verdickungsmittel xanthan,None,Unknown,Safe
monososodium glutamate,None,Unknown,Safe
red hot cracked pepper,None,Unknown,Safe
peanut butter flavor (peanut oil,None,Unknown,Safe
cuit 9 0%,None,Unknown,Safe
(eau,None,Unknown,Safe
glucose (contians wheat)),None,Unknown,Safe
brown rice syrup organic sugar,None,Unknown,Safe
gouda (8%),None,Unknown,Safe
honey almond granola (whole rolled oats,None,Unknown,Safe
sicilia lemon juice,None,Unknown,Safe
parmesan cheese (cultured milk,None,Unknown,Safe
ancho chile powder,None,Unknown,Safe
enriched unbleached wheat flour(wheat flour,None,Unknown,Safe
organic soy base (water,None,Unknown,Safe
sucralose) (lait),None,Unknown,Safe
filling (carrots,None,Unknown,Safe
ontik f150cj kon sporen bevotten von schooldieren,None,Unknown,Safe
chopped onion,None,Unknown,Safe
organic cane molasses),None,Unknown,Safe
tomates cerises 31%,None,Unknown,Safe
vitamin a palmitate and vitamin d,None,Unknown,Safe
poudre de paprika d'oignonl,None,Unknown,Safe
mint cream (sugar,None,Unknown,Safe
organic coconut extract,None,Unknown,Safe
nonpa,None,Unknown,Safe
34%),None,Unknown,Safe
raising agents (sodium bicarbonate,None,Unknown,Safe
vinagre de arroz (99%),None,Unknown,Safe
hydrogenated coconutoil,None,Unknown,Safe
imported romano cheese (pasteurized sheep's milk,None,Unknown,Safe
viande de porc (159g pour 100g de produit fini),None,Unknown,Safe
78 %,None,Unknown,Safe
jus de pomme 42,None,Unknown,Safe
cookie (bleached wheat flour,None,Unknown,Safe
chicken stock (filtered water,None,Unknown,Safe
(tomato concentrate from vine ripe tomatoes,None,Unknown,Safe
cloud ear mushroom,None,Unknown,Safe
2% (himbeersaftkonzentrat,None,Unknown,Safe
coing,None,Unknown,Safe
ass,None,Unknown,Safe
custard powder (sugar,None,Unknown,Safe
black carrot concentrate (color),None,Unknown,Safe
de ri),None,Unknown,Safe
hydrogenated coconut oil sodium caseinate (from milk),None,Unknown,Safe
unbleached all-purpose flour,None,Unknown,Safe
shrimp paste (shrimp),None,Unknown,Safe
schweinefleisch 91%,None,Unknown,Safe
glucides 709 dont,None,Unknown,Safe
fermented and pasteurized black and green pitted olives,None,Unknown,Safe
black currant juice from concentrate,None,Unknown,Safe
poudre levante (pyrophosphate),None,Unknown,Safe
de arroz,None,Unknown,Safe
eau de coco 7,None,Unknown,Safe
caco maigre en poudre,None,Unknown,Safe
7 % champignons sylvestres (25 % pleurotes (pleurotus ostreatus),None,Unknown,Safe
(huiles de palmiste et de palme,None,Unknown,Safe
sunflower and/or cotton seed oil,None,Unknown,Safe
manufacturing cream,None,Unknown,Safe
magerecacaopoedef,None,Unknown,Safe
pineapple and orange juices from concentrate,None,Unknown,Safe
paprika and mustard),None,Unknown,Safe
organic pear juice concentrate,None,Unknown,Safe
cream cheese (mil,None,Unknown,Safe
arugula,None,Unknown,Safe
contains less than 1 % of modified corn starch,None,Unknown,Safe
tomates cerises 10%,None,Unknown,Safe
extrait de sodium,None,Unknown,Safe
5% (piment doux,None,Unknown,Safe
holunderbeerensaft aus holunderbeerensaftkonzentrat (2%),None,Unknown,Safe
picolinate de chrome,None,Unknown,Safe
and oleoresin paprika),None,Unknown,Safe
cheesy garlic bread seasoning (maltodextrin,None,Unknown,Safe
graines de courge 6%,None,Unknown,Safe
flocons et fibres de pomme de terre,None,Unknown,Safe
lard,None,Unknown,Safe
corn maltodextrin salt,None,Unknown,Safe
0% zartbitterschokolade (kakaomasse,None,Unknown,Safe
almonds milk1 (purified water,None,Unknown,Safe
emulsifiers,None,Unknown,Safe
cassis 10,None,Unknown,Safe
the matcha 0,None,Unknown,Safe
colour-curcumin,None,Unknown,Safe
caramel butter (cream,None,Unknown,Safe
mol- lusques,None,Unknown,Safe
organic whole oat flakes,None,Unknown,Safe
moyonnos pour 1,None,Unknown,Safe
spring onions,None,Unknown,Safe
5g 54g 15 7,None,Unknown,Safe
organic concentrated apple puree,None,Unknown,Safe
vinegars (red wine,None,Unknown,Safe
viande bovine crue 10% (origine france),None,Unknown,Safe
1 % (graines de tournesol,None,Unknown,Safe
vanilla bean seed,None,Unknown,Safe
buttermilk soli,None,Unknown,Safe
sardines (70%),None,Unknown,Safe
poivrons du sud-ouest de la france (4 %),None,Unknown,Safe
original beef jerky (beef,None,Unknown,Safe
vegetable oil (canola,None,Unknown,Safe
tomate (160 g por 100 g de tomate frito),None,Unknown,Safe
cookie mix (wheat flour,None,Unknown,Safe
kirsdle,None,Unknown,Safe
farine de scea 'sucre inverti,None,Unknown,Safe
aspartam),None,Unknown,Safe
dry roasted hazelnuts,None,Unknown,Safe
natural flavors (including garlic and onion),None,Unknown,Safe
rogue farms cucumbers,None,Unknown,Safe
graines de tournesol (0,None,Unknown,Safe
colorant (e160a(i)),None,Unknown,Safe
(corn syrup solids,None,Unknown,Safe
dried whey (mil,None,Unknown,Safe
prote(na de soja hidrolizada,None,Unknown,Safe
beer batter (8%),None,Unknown,Safe
organic b,None,Unknown,Safe
fargestoffer (anattoekstrakter,None,Unknown,Safe
crushed unpeeled tomatoes,None,Unknown,Safe
organic grape must),None,Unknown,Safe
enriched macaroni (durum flour and enriched wheat flour with niacin,None,Unknown,Safe
color added (tumeric,None,Unknown,Safe
carbonate acide carbonate acide de sodium),None,Unknown,Safe
fromage fondu 8,None,Unknown,Safe
huile de tournesol (8,None,Unknown,Safe
stabilisator (arabisk gummi),None,Unknown,Safe
basilique (2,None,Unknown,Safe
dark chocolate (cocoa paste,None,Unknown,Safe
organic silver needle white tea,None,Unknown,Safe
loins,None,Unknown,Safe
pommes 44%,None,Unknown,Safe
brown gravy m,None,Unknown,Safe
purified water (infused with organic green tea leaves,None,Unknown,Safe
banana chips sweetened (bananas,None,Unknown,Safe
vanille-extract),None,Unknown,Safe
orange (orange,None,Unknown,Safe
cucumber (cucumber,None,Unknown,Safe
0 g (8,None,Unknown,Safe
acide (acide citrique) colorant (rouge de betterave,None,Unknown,Safe
seasoning (,None,Unknown,Safe
antioxidants (tocopherol rich extract,None,Unknown,Safe
apelsin,None,Unknown,Safe
yaouft maigre (60%),None,Unknown,Safe
sunflower and/or canola oil (contains rosemary extract and ascorbic acid),None,Unknown,Safe
pecans halves,None,Unknown,Safe
pasteurized cows' cream (milk),None,Unknown,Safe
contains less than 2% of vanilla,None,Unknown,Safe
huile d'olive extra 2996,None,Unknown,Safe
corn) starch,None,Unknown,Safe
- acide citrique),None,Unknown,Safe
rice wine(water,None,Unknown,Safe
white sprinkles (sugar,None,Unknown,Safe
cacao (6%),None,Unknown,Safe
harissa,None,Unknown,Safe
miettes de crabe,None,Unknown,Safe
carrotjuice,None,Unknown,Safe
conservateurs (nitrate de sodium,None,Unknown,Safe
sulfates de zinc et de cuivre,None,Unknown,Safe
goji-beere,None,Unknown,Safe
partially hydrogenated vegetable oil shortening (soybean and/or cottonseed oil) salt,None,Unknown,Safe
ground chilis,None,Unknown,Safe
viande de 2%,None,Unknown,Safe
flocons flocken,None,Unknown,Safe
ammonium biarbonate,None,Unknown,Safe
8 % - oignons 6,None,Unknown,Safe
flocons de seigle (2 %),None,Unknown,Safe
pomme mangue 0,None,Unknown,Safe
sultanas (glazed with sunflower oil),None,Unknown,Safe
contains 2% or less of orange juice concentrate,None,Unknown,Safe
rapeseed and soybean) corn syrup,None,Unknown,Safe
e-270,None,Unknown,Safe
sirop de (gluten),None,Unknown,Safe
zoetstoffen (sucralose,None,Unknown,Safe
organic turmeric (color),None,Unknown,Safe
graham cracker (unbleached enriched flour (wheat flour,None,Unknown,Safe
hitze 5 minuten erhieen,None,Unknown,Safe
calcium disodium edta (to p,None,Unknown,Safe
cure (salt,None,Unknown,Safe
and shallots),None,Unknown,Safe
enriched flour (wheat niacin,None,Unknown,Safe
aeukuoia,None,Unknown,Safe
apple powder extract,None,Unknown,Safe
apple sauce (apple,None,Unknown,Safe
jambon cru 4,None,Unknown,Safe
graisses og,None,Unknown,Safe
whole milk mozzarella (pasteurized milk,None,Unknown,Safe
2 (j 23 (j 2,None,Unknown,Safe
malt topped with olive oil,None,Unknown,Safe
anijsextract,None,Unknown,Safe
blended sesame oil (soy bean oil,None,Unknown,Safe
jus d'orange en poudre 2%,None,Unknown,Safe
zucchini spinach,None,Unknown,Safe
sunflower kernels (sunflower kernel,None,Unknown,Safe
organic white whole wheat,None,Unknown,Safe
masa harina flour,None,Unknown,Safe
organic red pepper granules and xanthan gum (a natural thi,None,Unknown,Safe
huile de tournesol 17%,None,Unknown,Safe
humectant (e1518),None,Unknown,Safe
enriched yellow corn flour (yellow corn flour,None,Unknown,Safe
9% (oignons 3,None,Unknown,Safe
chapelure 8,None,Unknown,Safe
noce moscata,None,Unknown,Safe
skimmed yogurt powder,None,Unknown,Safe
13% dans le produit fini),None,Unknown,Safe
riz d'italie 8%,None,Unknown,Safe
trade standards,None,Unknown,Safe
tomato lycopene extract),None,Unknown,Safe
natural onion flavor),None,Unknown,Safe
1 g di cui acidi grassi saturi kohlenhydrate/ glucides / 2,None,Unknown,Safe
pommes de terre 49% (pommes de terre,None,Unknown,Safe
cocoa powder processed with,None,Unknown,Safe
sodium bisulfite (color preservative),None,Unknown,Safe
antioxydant (eoi),None,Unknown,Safe
antioxy- dants (acide ascorbique,None,Unknown,Safe
cultured whey,None,Unknown,Safe
vitamines  (a,None,Unknown,Safe
spice extractive,None,Unknown,Safe
peanuts (roasted in peanut and/or cottonseed and/or sunflower seed and/or canola oil),None,Unknown,Safe
propio,None,Unknown,Safe
(fromage,None,Unknown,Safe
caramel aromatihl (sirop de glucose,None,Unknown,Safe
7% poivrons,None,Unknown,Safe
european lobster,None,Unknown,Safe
white cauliflower,None,Unknown,Safe
tilleul 43%,None,Unknown,Safe
antioxydant (e315),None,Unknown,Safe
quesco quesadilla and asadero cheeses (pasteurized milk,None,Unknown,Safe
sodium phophate,None,Unknown,Safe
contains less than 2% of fruit juice concentrate (apple,None,Unknown,Safe
natamycin (natural mold inhibitor,None,Unknown,Safe
grain mustard,None,Unknown,Safe
261,None,Unknown,Safe
parmigiano reggiano 0,None,Unknown,Safe
fruits 100% (poires 49%,None,Unknown,Safe
shrimp (penaeus duorarum),None,Unknown,Safe
organic herbs (basil,None,Unknown,Safe
(vine ripened fresh tomatoes,None,Unknown,Safe
cioccolato con edulcoranti 7,None,Unknown,Safe
9% (farine de ble,None,Unknown,Safe
cinnamon sugar seasoning (sugar,None,Unknown,Safe
reconstituted vegetable juice blend(water and concentrated juices of tomatoes,None,Unknown,Safe
oignon et ail en poudre),None,Unknown,Safe
pousses de haricots mungo (22%) (pousse de soja),None,Unknown,Safe
rose mary,None,Unknown,Safe
extrait naturel de poivre,None,Unknown,Safe
red 40 and sodium benzoate),None,Unknown,Safe
fraise (15%),None,Unknown,Safe
nonfat dry buttermilk,None,Unknown,Safe
corn syrup soli,None,Unknown,Safe
disodium 5'inosinate (e631),None,Unknown,Safe
disodium inosinate and disodium guanylate) paprika,None,Unknown,Safe
flocons d'avoine 3%,None,Unknown,Safe
lait entier en poudre),None,Unknown,Safe
seedless raspberry jelly (red raspberries,None,Unknown,Safe
zouti varkensewitten,None,Unknown,Safe
38% fleischsalatgrundlage (schweinefleisch,None,Unknown,Safe
milk solids blend (whey,None,Unknown,Safe
rondelle de citron 6%,None,Unknown,Safe
2% vollkorngetreide (15,None,Unknown,Safe
tofu( water,None,Unknown,Safe
assaisonnement (maltodextrine) de mais,None,Unknown,Safe
soy sauce powder (contains soy wheat),None,Unknown,Safe
e-331iii),None,Unknown,Safe
26% huile de wnesol,None,Unknown,Safe
lentil flour,None,Unknown,Safe
organic kamut khorasan wheat,None,Unknown,Safe
kelp and chili extract (sweet sake,None,Unknown,Safe
fructose (0,None,Unknown,Safe
courgettes (suisse),None,Unknown,Safe
popcorn (brown sugar,None,Unknown,Safe
caramel corn (popcorn,None,Unknown,Safe
3g colza,None,Unknown,Safe
lactic cid),None,Unknown,Safe
contains 2% or less of ea,None,Unknown,Safe
hydrolyzed whey protein (milk),None,Unknown,Safe
jus de poire biologique 100%,None,Unknown,Safe
vegetable oil (may contain coconut oil and/ or palm oil),None,Unknown,Safe
sodium citrate (contains acidity),None,Unknown,Safe
cultured maltodextr,None,Unknown,Safe
calcium carbonate and aluminum silicate),None,Unknown,Safe
sunflower oil 25%,None,Unknown,Safe
sauce barbecue (15%) (sucre,None,Unknown,Safe
hydrolysed vegetable proteins,None,Unknown,Safe
ollucus,None,Unknown,Safe
shallot 14%,None,Unknown,Safe
domestic garlic,None,Unknown,Safe
10%),None,Unknown,Safe
organic ground red pepper,None,Unknown,Safe
chair de pnlssu 38%,None,Unknown,Safe
fibres de cacao,None,Unknown,Safe
yeast extract (contains wheat flour),None,Unknown,Safe
mielta0%,None,Unknown,Safe
extract of tea leaves,None,Unknown,Safe
vltamtna,None,Unknown,Safe
vegetable seasoning,None,Unknown,Safe
peanut drizzle (sugar,None,Unknown,Safe
pork meat,None,Unknown,Safe
dried black currant,None,Unknown,Safe
vital wheat gluten maltodex,None,Unknown,Safe
cake base (unbleached wheat flour,None,Unknown,Safe
de ca,None,Unknown,Safe
amidon de riz naturel,None,Unknown,Safe
antioxidant berry blend(raspberry,None,Unknown,Safe
contient ble,None,Unknown,Safe
2% less of salt,None,Unknown,Safe
amendes (21%) jus de citron,None,Unknown,Safe
5% apfelringe,None,Unknown,Safe
other artificial flavors,None,Unknown,Safe
extrrit de mrlt d'orge en sucre crrrmelise,None,Unknown,Safe
salt and xanthan gum),None,Unknown,Safe
polvo de chile (aji,None,Unknown,Safe
grated parmesan cheese (pastuerized part-skim milk,None,Unknown,Safe
whole soya flour,None,Unknown,Safe
extrait de veau,None,Unknown,Safe
water and carbon dioxide,None,Unknown,Safe
citron vert et fleur d'oranger,None,Unknown,Safe
milk chocolate ingredients sugar,None,Unknown,Safe
tri- and polyphosphate (to retain moisture),None,Unknown,Safe
volleipulver (aus bodenhaltung,None,Unknown,Safe
kumquats,None,Unknown,Safe
huile de tournesole) 12%,None,Unknown,Safe
organic chopped romaine lettuce,None,Unknown,Safe
colorant (e172),None,Unknown,Safe
carottes (25 %),None,Unknown,Safe
acesulfarne,None,Unknown,Safe
salt sodium tripolyphosphate (to retain moisture),None,Unknown,Safe
alcool etilic rafinat,None,Unknown,Safe
cream cheese powder (cultured cream,None,Unknown,Safe
poudre de piment 0,None,Unknown,Safe
capers (brined in water,None,Unknown,Safe
partially hydrogenated soybean oil with emulsifier (soy lecithin,None,Unknown,Safe
carottes (16%),None,Unknown,Safe
500ii),None,Unknown,Safe
menthe 2,None,Unknown,Safe
haricots noirs (peut contenir du soja),None,Unknown,Safe
apple and strawberry juice concentrates,None,Unknown,Safe
viande et gras de veau (58 %),None,Unknown,Safe
basil genovese dop (35%),None,Unknown,Safe
cuivre (sulfate),None,Unknown,Safe
harde tarwegriesmeet),None,Unknown,Safe
no maigre,None,Unknown,Safe
dextroset,None,Unknown,Safe
05 g),None,Unknown,Safe
farine et semoule de riz,None,Unknown,Safe
25 % raisins blonds,None,Unknown,Safe
cukr,None,Unknown,Safe
extrait de romarin),None,Unknown,Safe
5% du poids total),None,Unknown,Safe
boisson au soja (eau,None,Unknown,Safe
frerous sulfate,None,Unknown,Safe
e102 (tartrazine),None,Unknown,Safe
shredded reduced fat cheddar cheese (pasteurized nonfat milk,None,Unknown,Safe
lait cru des alpes,None,Unknown,Safe
farine de riz bio,None,Unknown,Safe
6% guaranasamenpulver,None,Unknown,Safe
enriched durum wheat semolina (niacin,None,Unknown,Safe
reconstituted skimmed milk,None,Unknown,Safe
habanero peppers (peppers,None,Unknown,Safe
sodium sulfate),None,Unknown,Safe
less than 2% of bell peppers,None,Unknown,Safe
schweineleber (37 %),None,Unknown,Safe
fiocchi di segale integrale (20%),None,Unknown,Safe
graines de tournesol et de potiron,None,Unknown,Safe
contains less that 2% of natural and artificial flavor,None,Unknown,Safe
jalapeno peppers (contains water,None,Unknown,Safe
organic parmesan cheese (organic pasteurized part skim milk,None,Unknown,Safe
s de caroube,None,Unknown,Safe
sel marin de l'agriculture biologique,None,Unknown,Safe
sorbic acid and calcium disodium edta (used to prot,None,Unknown,Safe
breaded,None,Unknown,Safe
italian style fontina cheese (pasteurized milk,None,Unknown,Safe
green serrano chile peppers,None,Unknown,Safe
pulpe dail,None,Unknown,Safe
spices (mustard),None,Unknown,Safe
yogurt (cultured milk,None,Unknown,Safe
grillons,None,Unknown,Safe
whole grain brown rice flour),None,Unknown,Safe
anchois (70%),None,Unknown,Safe
farina di frumentq,None,Unknown,Safe
schne,None,Unknown,Safe
citrus,None,Unknown,Safe
texture soy protein concentrate (soy protein concentrate,None,Unknown,Safe
salt calcium chloride,None,Unknown,Safe
natural coconut,None,Unknown,Safe
sirop de pommes et de poires 0,None,Unknown,Safe
9 g),None,Unknown,Safe
enzyme coagulante,None,Unknown,Safe
lard and hydrogenated lard with bht added to help protect flavor,None,Unknown,Safe
olives vertes 64% (olives,None,Unknown,Safe
vegetable color (if colored),None,Unknown,Safe
organic cracked whole grain wheat,None,Unknown,Safe
piquillo peppers (35%),None,Unknown,Safe
tomato and basil seasoning (dehydrated tomato,None,Unknown,Safe
citrus rind 1%,None,Unknown,Safe
caramel malt and hops),None,Unknown,Safe
milchschokolade 39% (zucker,None,Unknown,Safe
grill flavor (maltodectrin,None,Unknown,Safe
organic raw cane sugar,None,Unknown,Safe
dried green and red,None,Unknown,Safe
italian dressing (red wine vinegar),None,Unknown,Safe
carmelized sugar (sugar,None,Unknown,Safe
all purpose flour (wheat flour,None,Unknown,Safe
phosphate de calcium (e341ii),None,Unknown,Safe
jus d'ananas (61 %),None,Unknown,Safe
potassium citrate potassium benzoate (preservative),None,Unknown,Safe
strawberry (35%),None,Unknown,Safe
acidefolique,None,Unknown,Safe
sheep and goat milk,None,Unknown,Safe
modified starch (maize),None,Unknown,Safe
and or soybean) and salt,None,Unknown,Safe
pommes de terre 46 %,None,Unknown,Safe
hatch chile peppers,None,Unknown,Safe
cranberria8,None,Unknown,Safe
soybean oil and oleoresin paprika,None,Unknown,Safe
dried cranberries (cranbe,None,Unknown,Safe
inosine-5'-monophosphate de sodium,None,Unknown,Safe
de gal,None,Unknown,Safe
and pectin),None,Unknown,Safe
confiture de myrtilles sauvages 40% (myrtilles sauvages (40%),None,Unknown,Safe
enrichis en fer,None,Unknown,Safe
vitamine vitamine bi,None,Unknown,Safe
concombres (europe),None,Unknown,Safe
certified gluten-free rolled oat organic maple sugar,None,Unknown,Safe
soy lecithin (emulsifier,None,Unknown,Safe
grain de merengue 3% (sucre,None,Unknown,Safe
gluten de b le),None,Unknown,Safe
artificial flavor and potassium sorbate),None,Unknown,Safe
dl-alanine,None,Unknown,Safe
graines de lin jaune 7,None,Unknown,Safe
natural flavours),None,Unknown,Safe
cocoa (processed,None,Unknown,Safe
mono- and diglycerides (prevents foam,None,Unknown,Safe
poudre de vinaigre d'alcool,None,Unknown,Safe
grade a pasteurized graziers whole milk,None,Unknown,Safe
fourrage 30% (sirop de glucose-fructose,None,Unknown,Safe
fond de vola sel,None,Unknown,Safe
grape juice and grape juice concentrate,None,Unknown,Safe
white rice),None,Unknown,Safe
citric acid (acidulating agent),None,Unknown,Safe
tomate et fruit de la passion),None,Unknown,Safe
aceitede cotza,None,Unknown,Safe
bacon (por,None,Unknown,Safe
roasted coconut juice (80%),None,Unknown,Safe
rapeseed oil (25%),None,Unknown,Safe
fish sauce (fermented anchovies,None,Unknown,Safe
filet de lieu noir sous vide (pollachius virens,None,Unknown,Safe
burnt sugar syrup,None,Unknown,Safe
9% (fraise,None,Unknown,Safe
cacao powder,None,Unknown,Safe
triacetin titanium dioxide,None,Unknown,Safe
silicium dioxide,None,Unknown,Safe
sel' plantes herbes 2,None,Unknown,Safe
huile de tcurnesor,None,Unknown,Safe
via mobnetto i i,None,Unknown,Safe
tapioca flour,None,Unknown,Safe
chocolate chips (8%),None,Unknown,Safe
curry' (1,None,Unknown,Safe
orange juice),None,Unknown,Safe
fettarmes kakaopulver (10%),None,Unknown,Safe
cist,None,Unknown,Safe
sodium omg (0% dv),None,Unknown,Safe
organic thick cut rolled oats,None,Unknown,Safe
chicken base (roasted chicken meat,None,Unknown,Safe
ferric pyrophosphate (iron),None,Unknown,Safe
amidon de haricot mungo 60%,None,Unknown,Safe
panais 6,None,Unknown,Safe
6g/,None,Unknown,Safe
noyau d'abricot,None,Unknown,Safe
cloruro de magnesio),None,Unknown,Safe
organic unbleached wheat flour (with germ and bran),None,Unknown,Safe
100% organic cold-milled,None,Unknown,Safe
fresh grated imported romano cheese (pasteurized sheep's milk,None,Unknown,Safe
aromatische plant (knoftook),None,Unknown,Safe
mayhaw juice,None,Unknown,Safe
rohrzuckersirup,None,Unknown,Safe
graisse de poulet (antioxydant e310),None,Unknown,Safe
filet de dinde 98%,None,Unknown,Safe
(annatto,None,Unknown,Safe
piment rouges (0,None,Unknown,Safe
gew0rzmlschung,None,Unknown,Safe
hibiscus color,None,Unknown,Safe
cooked wheatberries,None,Unknown,Safe
chili paste (black beans,None,Unknown,Safe
butterscotch swirl (corn syrup,None,Unknown,Safe
e-1520),None,Unknown,Safe
beef flavor (salt,None,Unknown,Safe
sorbitott silica,None,Unknown,Safe
dried onion black pepper,None,Unknown,Safe
may contain salt and/or sorbate,None,Unknown,Safe
jaune d'oeuf de fame (sa),None,Unknown,Safe
seaweed extract(carragenan),None,Unknown,Safe
5 % (pulpe de pomme 40 %,None,Unknown,Safe
paprikamark 63%,None,Unknown,Safe
acetyl l carnitin gnjnteeextrakt,None,Unknown,Safe
starch-modified,None,Unknown,Safe
bobnito extract,None,Unknown,Safe
cayennepeper),None,Unknown,Safe
poudre de vinaigre,None,Unknown,Safe
sorbitol solution dextrose,None,Unknown,Safe
inis 'llvtille,None,Unknown,Safe
cultured buttermilk (sk,None,Unknown,Safe
ananassaft,None,Unknown,Safe
italian vine ripened tomatoes (diced,None,Unknown,Safe
vegetable blend (iceberg and romaine lettuces,None,Unknown,Safe
glucono-delta-lacton,None,Unknown,Safe
dried cultivated blueberries (pure cane sugar,None,Unknown,Safe
feuille de coriandre 0,None,Unknown,Safe
corn and roasted corn,None,Unknown,Safe
ground cinn,None,Unknown,Safe
extrait de vin rouge,None,Unknown,Safe
organic short grain brown rice flour,None,Unknown,Safe
yaourt au lait entier 30%,None,Unknown,Safe
'fruit 60%,None,Unknown,Safe
enriched durum and semolina wheat flours (contain niacin,None,Unknown,Safe
seasoning (sea salt organic paprika,None,Unknown,Safe
fried out pork fat with attached skin,None,Unknown,Safe
turkey meat including turkey juices,None,Unknown,Safe
sauternes 1%,None,Unknown,Safe
dairy ingredients (reconstituted buttermilk and/or reconstituted skim milk,None,Unknown,Safe
cuisse de porc issue de l'agriculture biologique 94%,None,Unknown,Safe
milk chocolate chunk (sugar,None,Unknown,Safe
filet de colin d'alaska (theragra chalcogramma)65 %,None,Unknown,Safe
salzlake (wasser,None,Unknown,Safe
water jalapeno puree (red jalapeno peppers,None,Unknown,Safe
taos,None,Unknown,Safe
champignons de paris (15%),None,Unknown,Safe
(glycerolester,None,Unknown,Safe
ancient grain flour (spelt flour,None,Unknown,Safe
aroma naturale di veniglia con altri aromi naturali,None,Unknown,Safe
vitaminas bp,None,Unknown,Safe
sodium diacetate (for tartness),None,Unknown,Safe
sodium tri hosphate,None,Unknown,Safe
graisse de palme et de palmiste,None,Unknown,Safe
organic beef stock (filtered water,None,Unknown,Safe
sodium benzoate and potassium sorbate,None,Unknown,Safe
pommes de terre 25 %,None,Unknown,Safe
paillettes de chocolat noir 14,None,Unknown,Safe
organic romano cheese (organic cultured pasteurized part skim cow's milk,None,Unknown,Safe
red wine vinegar balsamic vinegar,None,Unknown,Safe
a b vitamin (niacin),None,Unknown,Safe
egg plants,None,Unknown,Safe
basil fenneel,None,Unknown,Safe
paprika for natural color),None,Unknown,Safe
gelati,None,Unknown,Safe
natural flavors (in,None,Unknown,Safe
viande de dinde 19 %,None,Unknown,Safe
sontnitno),None,Unknown,Safe
raisins secs (11,None,Unknown,Safe
red beet),None,Unknown,Safe
sassafras leaves,None,Unknown,Safe
vitamino b2,None,Unknown,Safe
jus de yuzu 4,None,Unknown,Safe
contains 2% or less of malasses,None,Unknown,Safe
acidifiant  e 338,None,Unknown,Safe
succo di arance rosse 20%,None,Unknown,Safe
e4339,None,Unknown,Safe
full- kornshavremj61 (31%),None,Unknown,Safe
enriched spaghetti pasta (durum semolina flour,None,Unknown,Safe
e300),None,Unknown,Safe
turmeric(for color),None,Unknown,Safe
small sardines,None,Unknown,Safe
zumo de uva tinta (60%),None,Unknown,Safe
oeufs de poules,None,Unknown,Safe
100% pure honey with comb,None,Unknown,Safe
2% chocolat en poudre (sucre,None,Unknown,Safe
pork salami (pork,None,Unknown,Safe
sugar and citric acid),None,Unknown,Safe
citrus oil,None,Unknown,Safe
sugar honey,None,Unknown,Safe
pommes de terre (48,None,Unknown,Safe
coconut water from concentrate (water,None,Unknown,Safe
general tsao's sauce (water,None,Unknown,Safe
and yeast extarct,None,Unknown,Safe
oignons (12 %),None,Unknown,Safe
potassium sorbate (as preservat,None,Unknown,Safe
framboise 12,None,Unknown,Safe
syltede agurker 12% (agurker,None,Unknown,Safe
olives noires et vertes 4,None,Unknown,Safe
sodium ascorbate (source of vitamin c),None,Unknown,Safe
and less than 1/10% sodium benzoate as a preservative),None,Unknown,Safe
unsweetened dried cherries,None,Unknown,Safe
and red pepper),None,Unknown,Safe
colours (160b,None,Unknown,Safe
antimottant e470b,None,Unknown,Safe
red wine (sulfited),None,Unknown,Safe
lede(k80,None,Unknown,Safe
balsamic vinegar of modena 21% (wine vinegar,None,Unknown,Safe
seitan (eau,None,Unknown,Safe
organic milk protein,None,Unknown,Safe
sorbic acid (to maintain freshness,None,Unknown,Safe
'10% fruit juico conccntrato water,None,Unknown,Safe
quinoa 37,None,Unknown,Safe
vanilla) almonds,None,Unknown,Safe
organic asiago cheese (pasteurized whole milk,None,Unknown,Safe
olive oil 22%,None,Unknown,Safe
bola roja beans,None,Unknown,Safe
huile de colzaauile de mdis,None,Unknown,Safe
feta cheese (past,None,Unknown,Safe
cereali 11% - frumento,None,Unknown,Safe
dried arbol peppers,None,Unknown,Safe
italian style breaded chicken breast wi,None,Unknown,Safe
natural butter flavor (a milk ingredients),None,Unknown,Safe
lime juice with ad,None,Unknown,Safe
